   140.000  1.562098E-05  1.562098E-05  6.106090E-06  6.106090E-06  9.711215E-11  3.796019E-11
   141.000  1.562098E-05  1.562098E-05  6.106090E-06  6.106090E-06  9.711215E-11  3.796019E-11
   142.000  1.562098E-05  1.562098E-05  6.106090E-06  6.106090E-06  9.711215E-11  3.796019E-11
   143.000  1.562098E-05  1.562098E-05  6.106090E-06  6.106090E-06  9.711215E-11  3.796019E-11
   144.000  1.562098E-05  1.562098E-05  6.106090E-06  6.106090E-06  9.711215E-11  3.796019E-11
   145.000  1.562098E-05  1.562098E-05  6.106090E-06  6.106090E-06  9.711215E-11  3.796019E-11
   146.000  1.562098E-05  1.562098E-05  6.106090E-06  6.106090E-06  9.711215E-11  3.796019E-11
   147.000  1.562098E-05  1.562098E-05  6.106090E-06  6.106090E-06  9.711215E-11  3.796019E-11
   148.000  1.562098E-05  1.562098E-05  6.106090E-06  6.106090E-06  9.711215E-11  3.796019E-11
   149.000  1.562098E-05  1.562098E-05  6.106090E-06  6.106090E-06  9.711215E-11  3.796019E-11
   150.000  1.562098E-05  1.562098E-05  6.106090E-06  6.106090E-06  9.711215E-11  3.796019E-11
   151.000  2.027753E-05  2.027752E-05  7.989642E-06  7.989642E-06  1.260608E-10  4.966981E-11
   152.000  2.623318E-05  2.623318E-05  1.041790E-05  1.041790E-05  1.630858E-10  6.476576E-11
   153.000  3.382551E-05  3.382551E-05  1.353789E-05  1.353789E-05  2.102856E-10  8.416205E-11
   154.000  4.347333E-05  4.347332E-05  1.753349E-05  1.753349E-05  2.702639E-10  1.090018E-10
   155.000  5.569461E-05  5.569461E-05  2.263393E-05  2.263393E-05  3.462409E-10  1.407101E-10
   156.000  7.112813E-05  7.112812E-05  2.912411E-05  2.912411E-05  4.421876E-10  1.810581E-10
   157.000  9.055928E-05  9.055927E-05  3.735708E-05  3.735708E-05  5.629867E-10  2.322406E-10
   158.000  1.149510E-04  1.149510E-04  4.776902E-05  4.776901E-05  7.146245E-10  2.969693E-10
   159.000  1.454805E-04  1.454805E-04  6.089727E-05  6.089727E-05  9.044197E-10  3.785847E-10
   160.000  1.835832E-04  1.835832E-04  7.740196E-05  7.740196E-05  1.141296E-09  4.811906E-10
   161.000  2.310043E-04  2.310042E-04  9.809176E-05  9.809175E-05  1.436102E-09  6.098145E-10
   162.000  2.898602E-04  2.898602E-04  1.239546E-04  1.239546E-04  1.801996E-09  7.705980E-10
   163.000  3.627110E-04  3.627109E-04  1.561943E-04  1.561942E-04  2.254893E-09  9.710247E-10
   164.000  4.526449E-04  4.526448E-04  1.962736E-04  1.962736E-04  2.813991E-09  1.220189E-09
   165.000  5.633785E-04  5.633784E-04  2.459657E-04  2.459657E-04  3.502397E-09  1.529114E-09
   166.000  6.993733E-04  6.993732E-04  3.074145E-04  3.074144E-04  4.347847E-09  1.911127E-09
   167.000  8.659721E-04  8.659720E-04  3.832054E-04  3.832053E-04  5.383554E-09  2.382302E-09
   168.000  1.069558E-03  1.069558E-03  4.764491E-04  4.764490E-04  6.649202E-09  2.961977E-09
   169.000  1.317739E-03  1.317738E-03  5.908791E-04  5.908789E-04  8.192085E-09  3.673362E-09
   170.000  1.619561E-03  1.619561E-03  7.309658E-04  7.309658E-04  1.006845E-08  4.544250E-09
   171.000  1.985759E-03  1.985759E-03  9.020501E-04  9.020499E-04  1.234502E-08  5.607843E-09
   172.000  2.429040E-03  2.429040E-03  1.110497E-03  1.110497E-03  1.510080E-08  6.903712E-09
   173.000  2.964416E-03  2.964416E-03  1.363878E-03  1.363878E-03  1.842911E-08  8.478924E-09
   174.000  3.609580E-03  3.609580E-03  1.671176E-03  1.671176E-03  2.243995E-08  1.038933E-08
   175.000  4.385346E-03  4.385345E-03  2.043030E-03  2.043029E-03  2.726271E-08  1.270106E-08
   176.000  5.316145E-03  5.316143E-03  2.492008E-03  2.492007E-03  3.304928E-08  1.549225E-08
   177.000  6.430595E-03  6.430594E-03  3.032932E-03  3.032932E-03  3.997757E-08  1.885506E-08
   178.000  7.762157E-03  7.762156E-03  3.683245E-03  3.683244E-03  4.825559E-08  2.289791E-08
   179.000  9.349870E-03  9.349868E-03  4.463429E-03  4.463428E-03  5.812604E-08  2.774813E-08
   180.000  1.123919E-02  1.123919E-02  5.397492E-03  5.397491E-03  6.987155E-08  3.355500E-08
   181.000  1.348297E-02  1.348297E-02  6.513518E-03  6.513517E-03  8.382060E-08  4.049308E-08
   182.000  1.614250E-02  1.614249E-02  7.844298E-03  7.844296E-03  1.003543E-07  4.876624E-08
   183.000  1.928875E-02  1.928875E-02  9.428044E-03  9.428042E-03  1.199138E-07  5.861203E-08
